index,best,m0,m1,m2,m3
1151,1,False,True,False,False
1152,1,False,True,False,False
1153,2,False,False,True,False
1154,2,False,False,True,False
1155,1,False,True,False,False
1156,1,False,True,False,False
1157,1,False,True,False,False
1158,1,False,True,False,False
1159,1,False,True,False,False
1160,1,False,True,False,False
1161,1,False,True,False,False
1162,2,False,False,True,False
1163,3,False,False,False,True
1164,1,False,True,False,False
1165,2,False,False,True,False
1166,1,False,True,False,False
1167,1,False,True,False,False
1168,1,False,True,False,False
1169,3,False,False,False,True
1170,1,False,True,False,False
1171,1,False,True,False,False
1172,1,False,True,False,False
1173,1,False,True,False,False
1174,1,False,True,False,False
1175,1,False,True,False,False
1176,2,False,False,True,False
1177,1,False,True,False,False
1178,1,False,True,False,False
1179,2,False,False,True,False
1180,3,False,False,False,True
1181,2,False,False,True,False
1182,1,False,True,False,False
1183,3,False,False,False,True
1184,3,False,False,False,True
1185,3,False,False,False,True
1186,2,False,False,True,False
1187,2,False,False,True,False
1188,1,False,True,False,False
1189,1,False,True,False,False
1190,1,False,True,False,False
1191,2,False,False,True,False
1192,1,False,True,False,False
1193,1,False,True,False,False
1194,1,False,True,False,False
1195,1,False,True,False,False
1196,1,False,True,False,False
1197,3,False,False,False,True
1198,1,False,True,False,False
1199,3,False,False,False,True
1200,3,False,False,False,True
1201,1,False,True,False,False
1202,1,False,True,False,False
1203,1,False,True,False,False
1204,3,False,False,False,True
1205,3,False,False,False,False
1206,1,False,True,False,False
1207,2,False,False,True,False
1208,1,False,True,False,False
1209,3,False,False,False,True
1210,3,False,False,False,True
1211,0,True,False,False,False
1212,1,False,True,False,False
1213,3,False,False,False,True
1214,3,False,False,False,True
1215,3,False,False,False,True
1216,3,False,False,False,True
1217,1,False,True,False,False
1218,3,False,False,False,True
1219,1,False,True,False,False
1220,2,False,False,True,False
1221,1,False,True,False,False
1222,1,False,True,False,False
1223,3,False,False,False,True
1224,3,False,False,False,True
1225,1,False,True,False,False
1226,3,False,False,False,True
1227,3,False,False,False,False
1228,3,False,False,False,True
1229,3,False,False,False,True
1230,1,False,True,False,False
1231,2,False,False,True,False
1232,3,False,False,False,True
1233,3,False,False,False,True
1234,2,False,False,True,False
1235,1,False,True,False,False
1236,1,False,True,False,False
1237,3,False,False,False,True
1238,1,False,True,False,False
1239,1,False,True,False,False
1240,1,False,True,False,False
1241,3,False,False,False,True
1242,2,False,False,True,False
1243,3,False,False,False,True
1244,3,False,False,False,False
1245,1,False,True,False,False
1246,0,True,False,False,False
1247,1,False,True,False,False
1248,1,False,True,False,False
1249,2,False,False,True,False
1250,1,False,True,False,False
1251,3,False,False,False,True
1252,1,False,True,False,False
1253,2,False,False,True,False
1254,1,False,True,False,False
1255,1,False,True,False,False
1256,3,False,False,False,True
1257,1,False,True,False,False
1258,1,False,True,False,False
1259,2,False,False,True,False
1260,1,False,True,False,False
1261,2,False,False,True,False
1262,2,False,False,True,False
1263,1,False,True,False,False
1264,3,False,False,False,True
1265,2,False,False,True,False
1266,3,False,False,False,True
1267,1,False,True,False,False
1268,1,False,True,False,False
1269,0,False,False,False,False
1270,1,False,True,False,False
1271,2,False,False,True,False
1272,3,False,False,False,True
1273,1,False,True,False,False
1274,1,False,True,False,False
1275,1,False,True,False,False
1276,1,False,True,False,False
1277,2,False,False,True,False
1278,3,False,False,False,True
1279,3,False,False,False,True
1280,1,False,True,False,False
1281,3,False,False,False,True
1282,3,False,False,False,True
1283,1,False,True,False,False
1284,1,False,True,False,False
1285,3,False,False,False,True
1286,1,False,True,False,False
1287,1,False,True,False,False
1288,1,False,True,False,False
1289,1,False,True,False,False
1290,1,False,True,False,False
1291,1,False,True,False,False
1292,1,False,True,False,False
1293,3,False,False,False,True
1294,2,False,False,True,False
1295,1,False,True,False,False
1296,1,False,True,False,False
1297,1,False,True,False,False
1298,1,False,True,False,False
1299,3,False,False,False,True
1300,1,False,True,False,False
1301,3,False,False,False,True
1302,1,False,True,False,False
1303,1,False,True,False,False
1304,1,False,True,False,False
1305,3,False,False,False,True
1306,1,False,True,False,False
1307,1,False,True,False,False
1308,0,True,False,False,False
1309,2,False,False,True,False
1310,3,False,False,False,True
1311,1,False,True,False,False
1312,1,False,True,False,False
1313,3,False,False,False,True
1314,2,False,False,True,False
1315,3,False,False,False,True
1316,3,False,False,False,True
1317,3,False,False,False,True
1318,1,False,True,False,False
1319,3,False,False,False,True
1320,3,False,False,False,True
1321,1,False,True,False,False
1322,1,False,True,False,False
1323,3,False,False,False,True
1324,3,False,False,False,True
1325,2,False,False,True,False
1326,3,False,False,False,True
1327,1,False,True,False,False
1328,3,False,False,False,True
1329,1,False,True,False,False
1330,1,False,True,False,False
1331,1,False,True,False,False
1332,3,False,False,False,True
1333,3,False,False,False,True
1334,3,False,False,False,True
1335,1,False,True,False,False
1336,3,False,False,False,True
1337,1,False,True,False,False
1338,1,False,True,False,False
1339,1,False,True,False,False
1340,1,False,True,False,False
1341,2,False,False,True,False
1342,3,False,False,False,True
1343,3,False,False,False,True
1344,3,False,False,False,True
1345,1,False,True,False,False
1346,1,False,True,False,False
1347,3,False,False,False,True
1348,2,False,False,True,False
1349,3,False,False,False,True
1350,3,False,False,False,True
1351,1,False,True,False,False
1352,3,False,False,False,True
1353,1,False,True,False,False
1354,1,False,True,False,False
1355,1,False,True,False,False
1356,1,False,True,False,False
1357,1,False,True,False,False
1358,2,False,False,True,False
1359,3,False,False,False,False
1360,3,False,False,False,True
1361,2,False,False,True,False
1362,1,False,True,False,False
1363,2,False,False,True,False
1364,1,False,True,False,False
1365,1,False,True,False,False
1366,1,False,True,False,False
1367,3,False,False,False,True
1368,3,False,False,False,True
1369,3,False,False,False,True
1370,2,False,False,True,False
1371,1,False,True,False,False
1372,2,False,False,True,False
1373,3,False,False,False,True
1374,1,False,True,False,False
1375,3,False,False,False,True
1376,3,False,False,False,True
1377,1,False,True,False,False
1378,1,False,True,False,False
1379,1,False,True,False,False
1380,1,False,True,False,False
1381,3,False,False,False,True
1382,2,False,False,True,False
1383,1,False,True,False,False
1384,2,False,False,True,False
1385,2,False,False,True,False
1386,2,False,False,True,False
1387,1,False,True,False,False
1388,1,False,True,False,False
1389,2,False,False,True,False
1390,1,False,True,False,False
1391,0,True,False,False,False
1392,1,False,True,False,False
1393,3,False,False,False,True
1394,1,False,True,False,False
1395,1,False,True,False,False
1396,1,False,True,False,False
1397,1,False,True,False,False
1398,1,False,True,False,False
1399,3,False,False,False,True
1400,1,False,True,False,False
1401,3,False,False,False,True
1402,1,False,True,False,False
1403,3,False,False,False,True
1404,3,False,False,False,True
1405,1,False,True,False,False
1406,1,False,True,False,False
1407,2,False,False,True,False
1408,1,False,True,False,False
1409,3,False,False,False,True
1410,1,False,True,False,False
1411,1,False,True,False,False
1412,1,False,True,False,False
1413,3,False,False,False,True
1414,1,False,True,False,False
1415,3,False,False,False,True
1416,3,False,False,False,True
1417,1,False,True,False,False
1418,1,False,True,False,False
1419,3,False,False,False,True
1420,2,False,False,True,False
1421,2,False,False,True,False
1422,3,False,False,False,True
1423,3,False,False,False,True
1424,1,False,True,False,False
1425,2,False,False,True,False
1426,1,False,True,False,False
1427,1,False,True,False,False
1428,2,False,False,True,False
1429,1,False,True,False,False
1430,3,False,False,False,True
1431,2,False,False,True,False
1432,1,False,True,False,False
1433,3,False,False,False,True
1434,1,False,True,False,False
1435,1,False,True,False,False
1436,2,False,False,True,False
1437,2,False,False,True,False
1438,3,False,False,False,True
1439,1,False,True,False,False
1440,1,False,True,False,False
1441,2,False,False,True,False
1442,2,False,False,True,False
1443,3,False,False,False,True
1444,1,False,True,False,False
1445,1,False,False,False,False
1446,1,False,True,False,False
1447,1,False,True,False,False
1448,1,False,True,False,False
1449,1,False,True,False,False
1450,1,False,True,False,False
1451,1,False,False,False,False
1452,1,False,True,False,False
1453,3,False,False,False,True
1454,1,False,True,False,False
1455,2,False,False,True,False
1456,1,False,True,False,False
1457,1,False,True,False,False
1458,1,False,True,False,False
1459,3,False,False,False,True
1460,1,False,True,False,False
1461,2,False,False,True,False
1462,1,False,True,False,False
1463,1,False,True,False,False
1464,1,False,True,False,False
1465,3,False,False,False,True
1466,1,False,True,False,False
1467,1,False,True,False,False
1468,1,False,True,False,False
1469,1,False,True,False,False
1470,1,False,True,False,False
1471,3,False,False,False,True
1472,1,False,True,False,False
1473,2,False,False,True,False
1474,3,False,False,False,True
1475,1,False,True,False,False
1476,1,False,True,False,False
1477,0,True,False,False,False
1478,2,False,False,True,False
1479,1,False,True,False,False
1480,1,False,True,False,False
1481,1,False,True,False,False
1482,3,False,False,False,True
1483,1,False,True,False,False
1484,1,False,True,False,False
1485,2,False,False,True,False
1486,1,False,True,False,False
1487,1,False,True,False,False
1488,3,False,False,False,True
1489,3,False,False,False,True
1490,3,False,False,False,True
1491,1,False,True,False,False
1492,2,False,False,True,False
1493,1,False,True,False,False
1494,1,False,True,False,False
1495,3,False,False,False,True
1496,1,False,True,False,False
1497,3,False,False,False,True
1498,1,False,False,False,False
1499,1,False,True,False,False
1500,3,False,False,False,True
1501,3,False,False,False,True
1502,3,False,False,False,True
1503,1,False,True,False,False
1504,3,False,False,False,True
1505,2,False,False,True,False
1506,1,False,True,False,False
1507,1,False,True,False,False
1508,1,False,True,False,False
1509,1,False,True,False,False
1510,3,False,False,False,True
1511,2,False,False,True,False
1512,2,False,False,True,False
1513,1,False,True,False,False
1514,1,False,True,False,False
1515,2,False,False,True,False
1516,1,False,True,False,False
1517,2,False,False,True,False
1518,2,False,False,True,False
1519,1,False,True,False,False
1520,1,False,True,False,False
1521,3,False,False,False,True
1522,3,False,False,False,True
1523,1,False,True,False,False
1524,3,False,False,False,True
1525,2,False,False,True,False
1526,3,False,False,False,True
1527,1,False,True,False,False
1528,1,False,True,False,False
1529,1,False,True,False,False
1530,0,True,False,False,False
1531,1,False,True,False,False
1532,1,False,True,False,False
1533,3,False,False,False,True
1534,1,False,False,False,False
1535,2,False,False,True,False
1536,1,False,True,False,False
1537,1,False,False,False,False
1538,1,False,True,False,False
1539,1,False,True,False,False
1540,1,False,True,False,False
1541,1,False,True,False,False
1542,1,False,True,False,False
1543,2,False,False,True,False
1544,1,False,True,False,False
1545,2,False,False,True,False
1546,3,False,False,False,True
1547,1,False,True,False,False
1548,1,False,True,False,False
1549,1,False,True,False,False
1550,1,False,True,False,False
1551,1,False,True,False,False
1552,1,False,True,False,False
1553,1,False,True,False,False
1554,1,False,True,False,False
1555,3,False,False,False,True
1556,1,False,True,False,False
1557,2,False,False,True,False
1558,1,False,True,False,False
1559,1,False,True,False,False
1560,1,False,True,False,False
1561,1,False,True,False,False
1562,1,False,True,False,False
1563,1,False,True,False,False
1564,3,False,False,False,True
1565,1,False,True,False,False
1566,3,False,False,False,True
1567,3,False,False,False,True
1568,1,False,True,False,False
1569,1,False,True,False,False
1570,3,False,False,False,True
1571,3,False,False,False,True
1572,1,False,True,False,False
1573,3,False,False,False,True
1574,2,False,False,True,False
1575,3,False,False,False,True
1576,2,False,False,True,False
1577,2,False,False,True,False
1578,1,False,True,False,False
1579,1,False,True,False,False
1580,1,False,False,False,False
1581,1,False,True,False,False
1582,1,False,True,False,False
1583,1,False,False,False,False
1584,1,False,True,False,False
1585,2,False,False,True,False
1586,1,False,True,False,False
1587,1,False,True,False,False
1588,1,False,True,False,False
1589,2,False,False,True,False
1590,3,False,False,False,True
1591,1,False,True,False,False
1592,1,False,True,False,False
1593,2,False,False,True,False
1594,3,False,False,False,True
1595,2,False,False,True,False
1596,3,False,False,False,True
1597,1,False,True,False,False
1598,3,False,False,False,True
1599,3,False,False,False,True
1600,1,False,True,False,False
1601,1,False,True,False,False
1602,1,False,True,False,False
1603,1,False,True,False,False
1604,3,False,False,False,True
1605,1,False,True,False,False
1606,1,False,True,False,False
1607,1,False,True,False,False
1608,3,False,False,False,True
1609,3,False,False,False,True
1610,3,False,False,False,True
1611,1,False,True,False,False
1612,1,False,True,False,False
1613,1,False,True,False,False
1614,3,False,False,False,True
1615,3,False,False,False,True
1616,2,False,False,True,False
1617,1,False,True,False,False
1618,2,False,False,True,False
1619,1,False,True,False,False
1620,3,False,False,False,True
1621,1,False,True,False,False
1622,2,False,False,True,False
1623,2,False,False,True,False
1624,3,False,False,False,False
1625,3,False,False,False,True
1626,1,False,True,False,False
1627,1,False,True,False,False
1628,2,False,False,True,False
1629,3,False,False,False,True
1630,1,False,True,False,False
1631,1,False,True,False,False
1632,1,False,True,False,False
1633,1,False,True,False,False
1634,3,False,False,False,True
1635,1,False,True,False,False
1636,2,False,False,True,False
1637,3,False,False,False,True
1638,2,False,False,True,False
1639,3,False,False,False,True
1640,2,False,False,True,False
1641,1,False,True,False,False
1642,3,False,False,False,True
1643,2,False,False,True,False
1644,1,False,True,False,False
1645,1,False,True,False,False
1646,3,False,False,False,True
1647,1,False,True,False,False
1648,3,False,False,False,True
1649,3,False,False,False,True
1650,1,False,True,False,False
1651,1,False,True,False,False
1652,3,False,False,False,True
1653,2,False,False,True,False
1654,1,False,True,False,False
1655,3,False,False,False,True
1656,2,False,False,True,False
1657,3,False,False,False,True
1658,3,False,False,False,True
1659,3,False,False,False,True
1660,1,False,True,False,False
1661,1,False,True,False,False
1662,1,False,True,False,False
1663,1,False,True,False,False
1664,1,False,True,False,False
1665,2,False,False,False,False
1666,3,False,False,False,True
1667,3,False,False,False,True
1668,1,False,True,False,False
1669,1,False,True,False,False
1670,1,False,True,False,False
1671,3,False,False,False,True
1672,1,False,True,False,False
1673,3,False,False,False,True
1674,1,False,True,False,False
1675,3,False,False,False,True
1676,3,False,False,False,True
1677,1,False,True,False,False
1678,3,False,False,False,True
1679,1,False,True,False,False
1680,2,False,False,True,False
1681,1,False,True,False,False
1682,3,False,False,False,True
1683,2,False,False,True,False
1684,1,False,True,False,False
1685,1,False,True,False,False
1686,3,False,False,False,True
1687,3,False,False,False,True
1688,1,False,True,False,False
1689,1,False,True,False,False
1690,3,False,False,False,True
1691,1,False,True,False,False
1692,1,False,True,False,False
1693,3,False,False,False,True
1694,3,False,False,False,True
1695,1,False,True,False,False
1696,1,False,True,False,False
1697,3,False,False,False,True
1698,3,False,False,False,True
1699,3,False,False,False,True
1700,1,False,True,False,False
1701,2,False,False,True,False
1702,3,False,False,False,True
1703,1,False,True,False,False
1704,3,False,False,False,True
1705,2,False,False,True,False
1706,3,False,False,False,True
1707,1,False,True,False,False
1708,3,False,False,False,True
1709,2,False,False,True,False
1710,2,False,False,True,False
1711,3,False,False,False,True
1712,2,False,False,True,False
1713,3,False,False,False,True
1714,2,False,False,True,False
1715,1,False,True,False,False
1716,1,False,True,False,False
1717,3,False,False,False,True
1718,2,False,False,True,False
1719,1,False,True,False,False
1720,1,False,True,False,False
1721,3,False,False,False,True
1722,3,False,False,False,True
1723,3,False,False,False,True
1724,1,False,True,False,False
1725,3,False,False,False,True
1726,1,False,True,False,False
1727,1,False,True,False,False
1728,2,False,False,True,False
1729,1,False,True,False,False
1730,1,False,True,False,False
1731,1,False,True,False,False
1732,1,False,True,False,False
1733,2,False,False,True,False
1734,1,False,True,False,False
1735,3,False,False,False,True
1736,2,False,False,True,False
1737,1,False,True,False,False
1738,1,False,True,False,False
1739,1,False,True,False,False
1740,1,False,True,False,False
1741,0,True,False,False,False
1742,1,False,True,False,False
1743,1,False,True,False,False
1744,2,False,False,True,False
1745,1,False,True,False,False
1746,3,False,False,False,True
1747,1,False,True,False,False
1748,1,False,True,False,False
1749,2,False,False,True,False
1750,3,False,False,False,True
1751,1,False,True,False,False
1752,1,False,True,False,False
1753,1,False,True,False,False
1754,1,False,True,False,False
1755,1,False,True,False,False
1756,2,False,False,True,False
1757,1,False,True,False,False
1758,1,False,True,False,False
1759,1,False,True,False,False
1760,3,False,False,False,True
1761,1,False,True,False,False
1762,3,False,False,False,True
1763,1,False,True,False,False
1764,1,False,True,False,False
1765,3,False,False,False,True
1766,3,False,False,False,True
1767,2,False,False,True,False
1768,1,False,True,False,False
1769,1,False,True,False,False
1770,2,False,False,True,False
1771,3,False,False,False,True
1772,1,False,True,False,False
1773,1,False,True,False,False
1774,3,False,False,False,True
1775,2,False,False,True,False
1776,3,False,False,False,True
1777,1,False,True,False,False
1778,1,False,True,False,False
1779,1,False,True,False,False
1780,3,False,False,False,True
1781,3,False,False,False,True
1782,1,False,True,False,False
1783,3,False,False,False,True
1784,1,False,True,False,False
1785,2,False,False,True,False
1786,3,False,False,False,True
1787,1,False,True,False,False
1788,3,False,False,False,True
1789,1,False,True,False,False
1790,3,False,False,False,True
1791,1,False,True,False,False
1792,2,False,False,True,False
1793,1,False,True,False,False
1794,1,False,True,False,False
1795,1,False,True,False,False
1796,1,False,True,False,False
1797,1,False,True,False,False
1798,3,False,False,False,True
1799,3,False,False,False,True
1800,2,False,False,True,False
1801,2,False,False,True,False
1802,1,False,True,False,False
1803,2,False,False,True,False
1804,1,False,True,False,False
1805,3,False,False,False,True
1806,3,False,False,False,True
1807,1,False,True,False,False
1808,2,False,False,True,False
1809,3,False,False,False,True
1810,2,False,False,True,False
1811,3,False,False,False,True
1812,3,False,False,False,True
1813,3,False,False,False,True
1814,2,False,False,True,False
1815,2,False,False,True,False
1816,1,False,True,False,False
1817,2,False,False,True,False
1818,2,False,False,True,False
1819,3,False,False,False,True
1820,2,False,False,True,False
1821,3,False,False,False,True
1822,1,False,True,False,False
1823,3,False,False,False,True
1824,1,False,True,False,False
1825,1,False,True,False,False
1826,3,False,False,False,True
1827,1,False,True,False,False
1828,2,False,False,True,False
1829,1,False,True,False,False
1830,1,False,True,False,False
1831,3,False,False,False,True
1832,1,False,True,False,False
1833,2,False,False,True,False
1834,1,False,True,False,False
1835,1,False,True,False,False
1836,2,False,False,True,False
1837,1,False,True,False,False
1838,3,False,False,False,True
1839,2,False,False,True,False
1840,2,False,False,True,False
1841,1,False,True,False,False
1842,1,False,True,False,False
1843,1,False,True,False,False
1844,1,False,True,False,False
1845,1,False,True,False,False
1846,1,False,True,False,False
1847,3,False,False,False,True
1848,1,False,True,False,False
1849,1,False,True,False,False
1850,3,False,False,False,True
1851,1,False,True,False,False
1852,2,False,False,True,False
1853,3,False,False,False,True
1854,1,False,True,False,False
1855,1,False,True,False,False
1856,1,False,True,False,False
1857,1,False,True,False,False
1858,3,False,False,False,True
1859,2,False,False,True,False
1860,1,False,True,False,False
1861,2,False,False,True,False
1862,3,False,False,False,True
1863,1,False,True,False,False
1864,3,False,False,False,True
1865,3,False,False,False,True
1866,3,False,False,False,True
1867,3,False,False,False,True
1868,1,False,True,False,False
1869,1,False,True,False,False
1870,2,False,False,True,False
1871,3,False,False,False,True
1872,2,False,False,True,False
1873,3,False,False,False,True
1874,1,False,True,False,False
1875,2,False,False,True,False
1876,1,False,True,False,False
1877,2,False,False,True,False
1878,1,False,True,False,False
1879,1,False,True,False,False
1880,1,False,True,False,False
1881,1,False,True,False,False
1882,3,False,False,False,True
1883,1,False,True,False,False
1884,2,False,False,True,False
1885,2,False,False,True,False
1886,3,False,False,False,True
1887,1,False,True,False,False
1888,1,False,True,False,False
1889,1,False,True,False,False
1890,1,False,True,False,False
1891,1,False,True,False,False
1892,1,False,True,False,False
1893,1,False,True,False,False
1894,1,False,True,False,False
1895,1,False,True,False,False
1896,3,False,False,False,True
1897,1,False,True,False,False
1898,2,False,False,True,False
1899,0,False,False,False,False
1900,3,False,False,False,True
1901,3,False,False,False,True
1902,3,False,False,False,True
1903,3,False,False,False,True
1904,3,False,False,False,True
1905,3,False,False,False,True
1906,3,False,False,False,True
1907,1,False,True,False,False
1908,1,False,False,False,False
1909,2,False,False,True,False
1910,1,False,True,False,False
1911,2,False,False,True,False
1912,1,False,True,False,False
1913,1,False,True,False,False
1914,1,False,True,False,False
1915,3,False,False,False,True
1916,1,False,True,False,False
1917,3,False,False,False,True
1918,3,False,False,False,True
1919,1,False,True,False,False
1920,3,False,False,False,True
1921,2,False,False,True,False
1922,3,False,False,False,True
1923,1,False,True,False,False
1924,3,False,False,False,True
1925,2,False,False,True,False
1926,3,False,False,False,True
1927,3,False,False,False,True
1928,1,False,True,False,False
1929,1,False,True,False,False
1930,3,False,False,False,True
1931,2,False,False,True,False
1932,3,False,False,False,True
1933,3,False,False,False,True
1934,3,False,False,False,True
1935,1,False,True,False,False
1936,3,False,False,False,True
1937,1,False,True,False,False
1938,3,False,False,False,True
1939,3,False,False,False,True
1940,1,False,True,False,False
1941,1,False,True,False,False
1942,2,False,False,True,False
1943,3,False,False,False,True
1944,3,False,False,False,True
1945,1,False,True,False,False
1946,1,False,True,False,False
1947,1,False,True,False,False
1948,3,False,False,False,True
1949,1,False,True,False,False
1950,1,False,True,False,False
1951,3,False,False,False,True
1952,3,False,False,False,True
1953,3,False,False,False,True
1954,1,False,True,False,False
1955,1,False,True,False,False
1956,1,False,True,False,False
1957,3,False,False,False,True
1958,1,False,True,False,False
1959,1,False,True,False,False
1960,3,False,False,False,True
1961,1,False,True,False,False
1962,3,False,False,False,True
1963,2,False,False,True,False
1964,3,False,False,False,True
1965,1,False,True,False,False
1966,1,False,True,False,False
1967,2,False,False,True,False
1968,1,False,True,False,False
1969,3,False,False,False,True
1970,1,False,True,False,False
1971,3,False,False,False,True
1972,3,False,False,False,True
1973,2,False,False,True,False
1974,1,False,True,False,False
1975,3,False,False,False,True
1976,1,False,True,False,False
1977,3,False,False,False,False
1978,1,False,False,False,False
1979,3,False,False,False,True
1980,3,False,False,False,True
1981,1,False,True,False,False
1982,1,False,True,False,False
1983,1,False,True,False,False
1984,3,False,False,False,True
1985,2,False,False,True,False
1986,1,False,True,False,False
1987,3,False,False,False,True
1988,2,False,False,True,False
1989,3,False,False,False,True
1990,1,False,True,False,False
1991,1,False,True,False,False
1992,1,False,True,False,False
1993,1,False,True,False,False
1994,1,False,True,False,False
1995,1,False,True,False,False
1996,1,False,True,False,False
1997,3,False,False,False,True
1998,1,False,True,False,False
1999,1,False,True,False,False
2000,1,False,True,False,False
2001,1,False,True,False,False
2002,1,False,True,False,False
2003,1,False,True,False,False
2004,3,False,False,False,True
2005,1,False,True,False,False
2006,3,False,False,False,True
2007,3,False,False,False,True
2008,1,False,True,False,False
2009,1,False,True,False,False
2010,2,False,False,True,False
2011,2,False,False,True,False
2012,1,False,True,False,False
2013,1,False,True,False,False
2014,3,False,False,False,True
2015,1,False,True,False,False
2016,2,False,False,True,False
2017,2,False,False,True,False
2018,1,False,True,False,False
2019,1,False,True,False,False
2020,1,False,True,False,False
2021,1,False,True,False,False
2022,1,False,True,False,False
2023,1,False,True,False,False
2024,3,False,False,False,True
2025,2,False,False,True,False
2026,3,False,False,False,True
2027,2,False,False,True,False
2028,2,False,False,True,False
2029,1,False,True,False,False
2030,3,False,False,False,True
2031,3,False,False,False,True
2032,1,False,True,False,False
2033,3,False,False,False,True
2034,1,False,True,False,False
2035,2,False,False,True,False
2036,3,False,False,False,True
2037,1,False,True,False,False
2038,1,False,True,False,False
2039,1,False,True,False,False
2040,3,False,False,False,True
2041,1,False,True,False,False
2042,3,False,False,False,True
2043,1,False,True,False,False
2044,1,False,True,False,False
2045,1,False,True,False,False
2046,1,False,True,False,False
2047,1,False,True,False,False
2048,1,False,True,False,False
2049,3,False,False,False,True
2050,2,False,False,True,False
2051,2,False,False,True,False
2052,3,False,False,False,True
2053,3,False,False,False,True
2054,3,False,False,False,True
2055,3,False,False,False,True
2056,1,False,True,False,False
2057,3,False,False,False,True
2058,3,False,False,False,True
2059,1,False,True,False,False
2060,1,False,True,False,False
2061,1,False,True,False,False
2062,3,False,False,False,True
2063,2,False,False,True,False
2064,1,False,True,False,False
2065,1,False,True,False,False
2066,2,False,False,True,False
2067,3,False,False,False,True
2068,3,False,False,False,True
2069,1,False,True,False,False
2070,1,False,True,False,False
2071,1,False,True,False,False
2072,1,False,True,False,False
2073,1,False,True,False,False
2074,1,False,True,False,False
2075,2,False,False,True,False
2076,1,False,True,False,False
2077,1,False,True,False,False
2078,3,False,False,False,False
2079,1,False,True,False,False
2080,1,False,True,False,False
2081,1,False,True,False,False
2082,1,False,True,False,False
2083,3,False,False,False,True
2084,1,False,True,False,False
2085,1,False,True,False,False
2086,3,False,False,False,True
2087,3,False,False,False,True
2088,3,False,False,False,True
2089,1,False,True,False,False
2090,2,False,False,True,False
2091,1,False,True,False,False
2092,1,False,True,False,False
2093,1,False,True,False,False
2094,3,False,False,False,True
2095,2,False,False,True,False
2096,1,False,True,False,False
2097,1,False,True,False,False
2098,3,False,False,False,True
2099,2,False,False,True,False
2100,1,False,True,False,False
2101,2,False,False,True,False
2102,1,False,True,False,False
2103,2,False,False,True,False
2104,1,False,True,False,False
2105,1,False,True,False,False
2106,1,False,True,False,False
2107,3,False,False,False,True
2108,1,False,True,False,False
2109,1,False,True,False,False
2110,3,False,False,False,True
2111,1,False,True,False,False
2112,1,False,True,False,False
2113,1,False,True,False,False
2114,3,False,False,False,True
2115,1,False,True,False,False
2116,1,False,True,False,False
2117,3,False,False,False,True
2118,1,False,True,False,False
2119,3,False,False,False,True
2120,1,False,True,False,False
2121,3,False,False,False,True
2122,3,False,False,False,True
2123,3,False,False,False,True
2124,1,False,True,False,False
2125,3,False,False,False,True
2126,3,False,False,False,True
2127,1,False,True,False,False
2128,2,False,False,True,False
2129,1,False,True,False,False
2130,1,False,True,False,False
2131,1,False,True,False,False
2132,2,False,False,True,False
2133,3,False,False,False,True
2134,3,False,False,False,True
2135,1,False,True,False,False
2136,2,False,False,True,False
2137,1,False,True,False,False
2138,2,False,False,True,False
2139,1,False,True,False,False
2140,1,False,True,False,False
2141,1,False,True,False,False
2142,1,False,True,False,False
2143,3,False,False,False,True
2144,1,False,True,False,False
2145,3,False,False,False,True
2146,1,False,True,False,False
2147,1,False,True,False,False
2148,1,False,True,False,False
2149,1,False,True,False,False
2150,1,False,True,False,False
2151,3,False,False,False,True
2152,3,False,False,False,True
2153,1,False,True,False,False
2154,3,False,False,False,True
2155,1,False,True,False,False
2156,1,False,True,False,False
2157,1,False,True,False,False
2158,1,False,True,False,False
2159,3,False,False,False,True
2160,1,False,True,False,False
2161,1,False,True,False,False
2162,1,False,True,False,False
2163,3,False,False,False,True
2164,1,False,True,False,False
2165,1,False,True,False,False
2166,1,False,True,False,False
2167,1,False,True,False,False
2168,1,False,True,False,False
2169,1,False,True,False,False
2170,3,False,False,False,True
2171,1,False,True,False,False
2172,1,False,True,False,False
2173,1,False,True,False,False
2174,1,False,True,False,False
2175,1,False,True,False,False
2176,3,False,False,False,True
2177,1,False,True,False,False
2178,3,False,False,False,True
2179,1,False,True,False,False
2180,1,False,True,False,False
2181,1,False,True,False,False
2182,3,False,False,False,True
2183,3,False,False,False,True
2184,1,False,True,False,False
2185,1,False,True,False,False
2186,1,False,True,False,False
2187,3,False,False,False,True
2188,1,False,True,False,False
2189,3,False,False,False,True
2190,1,False,True,False,False
2191,1,False,True,False,False
2192,1,False,True,False,False
2193,3,False,False,False,True
2194,1,False,True,False,False
2195,1,False,True,False,False
2196,1,False,True,False,False
2197,1,False,True,False,False
2198,3,False,False,False,True
2199,3,False,False,False,True
2200,1,False,True,False,False
2201,1,False,True,False,False
2202,1,False,True,False,False
2203,3,False,False,False,True
2204,1,False,True,False,False
2205,1,False,True,False,False
2206,1,False,True,False,False
2207,1,False,True,False,False
2208,2,False,False,True,False
2209,1,False,True,False,False
2210,2,False,False,True,False
2211,3,False,False,False,True
2212,1,False,True,False,False
2213,3,False,False,False,True
2214,2,False,False,True,False
2215,1,False,True,False,False
2216,1,False,True,False,False
2217,3,False,False,False,True
2218,1,False,True,False,False
2219,3,False,False,False,True
2220,2,False,False,True,False
2221,1,False,True,False,False
2222,1,False,True,False,False
2223,1,False,True,False,False
2224,3,False,False,False,True
2225,3,False,False,False,True
